"Region","income_category","iso3","Country","City.Town","Year","pm10_yr_mean","pm10_temp_cover","note.on.converted.PM10","pm25_yr_mean","pm25_temp_cover","note.on.converted.PM2.5","Number.and.type.of.monitoring.stations","Reference.for.air.quality","Database.version..year.","status"
"Europe","HIC","FRA","France","L'hopital (France)",2014,15,"NA","Measured",9,"NA","Converted","1 station, Industrial urban","Minist<U+00E8>re de l'environnement, de l'energie et de la mer",2016,NA
"Europe","HIC","FRA","France","La Calmette (France)",2015,20,">75%","Measured",13,"NA","Converted","1 Suburban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","La Calmette (France)",2016,17,">75%","Measured",11,"NA","Converted","1 Suburban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","La Coulonche (France)",2013,16,">75%","Measured",13,">75%","Measured","1 N.A.","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","La Coulonche (France)",2014,12,"NA","Converted",8,">75%","Measured","1 Rural-Remote-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","La Coulonche (France)",2015,15,">75%","Measured",8,">75%","Measured","2 Rural-Remote-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","La Coulonche (France)",2016,14,">75%","Measured",8,">75%","Measured","2 Rural-Remote-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","La Couronne (France)",2013,22,">75%","Measured",15,"NA","Converted","1 N.A.","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","La Couronne (France)",2015,19,">75%","Measured",13,"NA","Converted","1 Suburban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","La Couronne (France)",2016,18,">75%","Measured",12,"NA","Converted","1 Suburban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","La Lechere (France)",2013,26,">75%","Measured",17,"NA","Converted","1 N.A.","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","La Lechere (France)",2014,24,">75%","Measured",16,"NA","Converted","1 Rural-Near_city-Industrial","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","La Lechere (France)",2015,26,">75%","Measured",18,"NA","Converted","1 Rural-Near_city-Industrial","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","La Lechere (France)",2016,18,">75%","Measured",12,"NA","Converted","1 Rural-Near_city-Industrial","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","La Mulatiere (France)",2013,38,">75%","Measured",23,">75%","Measured","1 N.A.","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","La Mulatiere (France)",2014,28,">75%","Measured",17,">75%","Measured","1 Suburban-Traffic","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","La Mulatiere (France)",2015,33,">75%","Measured",22,">75%","Measured","1 Suburban-Traffic","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","La Plaine Des Cafres (France)",2013,7,">75%","Measured",5,"NA","Converted","1 N.A.","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","La Plaine Des Cafres (France)",2014,6,">75%","Measured",4,"NA","Converted","1 Rural-Regional-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","La Plaine Des Cafres (France)",2015,5,">75%","Measured",3,"NA","Converted","1 Rural-Regional-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","La Plaine Des Cafres (France)",2016,8,">75%","Measured",5,"NA","Converted","1 Rural-Regional-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","La Roche-Sur-Yon (France)",2014,20,">75%","Measured",13,"NA","Converted","1 Urban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","La Roche-Sur-Yon (France)",2015,21,">75%","Measured",14,"NA","Converted","1 Urban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","La Roche-Sur-Yon (France)",2016,18,">75%","Measured",12,"NA","Converted","1 Urban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","La Rochelle (France)",2013,24,">75%","Measured",13,">75%","Measured","3 N.A.","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","La Rochelle (France)",2014,20,">75%","Measured",9,">75%","Measured","3 Urban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","La Rochelle (France)",2015,22,">75%","Measured",10,">75%","Measured","3 Urban-Background, 1 Urban-Traffic","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","La Rochelle (France)",2016,18,">75%","Measured",9,">75%","Measured","3 Urban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","La Talaudiere (France)",2013,20,">75%","Measured",13,"NA","Converted","1 N.A.","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","La Talaudiere (France)",2014,17,">75%","Measured",11,"NA","Converted","1 Suburban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","La Talaudiere (France)",2015,19,">75%","Measured",13,"NA","Converted","1 Suburban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","La Tardiere (France)",2013,17,"NA","Converted",11,">75%","Measured","1 N.A.","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","La Tardiere (France)",2014,13,">75%","Measured",9,">75%","Measured","1 Rural-Remote-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","La Tardiere (France)",2015,16,">75%","Measured",11,">75%","Measured","1 Rural-Remote-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","La Tardiere (France)",2016,14,">75%","Measured",10,">75%","Measured","1 Rural-Remote-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Labastide-Cezeracq (France)",2013,19,">75%","Measured",12,"NA","Converted","1 N.A.","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Labastide-Cezeracq (France)",2014,17,">75%","Measured",11,"NA","Converted","1 Rural-Regional-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Labastide-Cezeracq (France)",2015,19,">75%","Measured",13,"NA","Converted","1 Rural-Regional-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Labastide-Cezeracq (France)",2016,13,">75%","Measured",8,"NA","Converted","1 Rural-Regional-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Laval (France)",2014,13,">75%","Measured",9,"NA","Converted","1 Urban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Laval (France)",2015,16,">75%","Measured",11,"NA","Converted","1 Urban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Laval (France)",2016,16,">75%","Measured",11,"NA","Converted","1 Urban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Le Creusot (France)",2014,16,"NA","Converted",10,">75%","Measured","1 Urban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Le Creusot (France)",2015,17,"NA","Converted",11,">75%","Measured","1 Urban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Le Creusot (France)",2016,11,"NA","Converted",8,">75%","Measured","1 Urban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Le Havre (France)",2013,23,">75%","Measured",15,">75%","Measured","4 N.A.","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Le Havre (France)",2014,17,">75%","Measured",12,">75%","Measured","2 Urban-Background, 1 Urban-Industrial, 1 Urban-Traffic","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Le Havre (France)",2015,20,">75%","Measured",11,">75%","Measured","3 Urban-Background, 1 Urban-Industrial, 1 Urban-Traffic","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Le Havre (France)",2016,18,">75%","Measured",12,">75%","Measured","2 Urban-Background, 1 Urban-Industrial, 1 Urban-Traffic","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Le Lamentin (France)",2015,34,">75%","Measured",22,"NA","Converted","1 Urban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Le Lamentin (France)",2016,27,">75%","Measured",18,"NA","Converted","1 Urban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Le Mans (France)",2013,19,">75%","Measured",14,">75%","Measured","1 N.A.","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Le Mans (France)",2014,17,">75%","Measured",12,">75%","Measured","1 Urban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Le Mans (France)",2015,17,">75%","Measured",13,">75%","Measured","1 Urban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Le Mans (France)",2016,15,">75%","Measured",10,">75%","Measured","1 Urban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Le Palais-Sur-Vienne (France)",2013,14,">75%","Measured",9,"NA","Converted","1 N.A.","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Le Palais-Sur-Vienne (France)",2014,12,">75%","Measured",8,"NA","Converted","1 Suburban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Le Palais-Sur-Vienne (France)",2015,13,">75%","Measured",9,"NA","Converted","1 Suburban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Le Petit-Quevilly (France)",2013,27,"NA","Converted",18,">75%","Measured","1 N.A.","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Le Petit-Quevilly (France)",2014,16,">75%","Measured",13,">75%","Measured","1 Urban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Le Petit-Quevilly (France)",2015,20,">75%","Measured",14,">75%","Measured","1 Urban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Le Petit-Quevilly (France)",2016,21,">75%","Measured",14,"NA","Converted","1 Urban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Le Pontet (France)",2013,26,">75%","Measured",17,"NA","Converted","1 N.A.","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Le Pontet (France)",2014,23,">75%","Measured",15,"NA","Converted","1 Suburban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Le Pontet (France)",2015,23,">75%","Measured",15,"NA","Converted","1 Suburban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Le Puy-En-Velay (France)",2013,18,">75%","Measured",12,"NA","Converted","1 N.A.","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Le Puy-En-Velay (France)",2014,17,">75%","Measured",11,"NA","Converted","1 Urban-Traffic","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Le Puy-En-Velay (France)",2015,15,">75%","Measured",10,"NA","Converted","1 Urban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Le Puy-En-Velay (France)",2016,12,">75%","Measured",8,"NA","Converted","1 Urban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Le Robert (France)",2013,33,">75%","Measured",22,"NA","Converted","1 N.A.","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Le Robert (France)",2014,26,">75%","Measured",17,"NA","Converted","1 Urban-Traffic","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Le Robert (France)",2015,33,">75%","Measured",22,"NA","Converted","1 Urban-Traffic","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Le Tampon (France)",2014,7,"NA","Measured",4,"NA","Converted","1 station, Background rural","Minist<U+00E8>re de l'environnement, de l'energie et de la mer",2016,NA
"Europe","HIC","FRA","France","Lens (France)",2013,22,">75%","Measured",14,"NA","Converted","1 N.A.","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Lens (France)",2014,17,">75%","Measured",11,"NA","Converted","1 Urban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Lens (France)",2015,19,">75%","Measured",13,"NA","Converted","1 Urban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Lens (France)",2016,20,">75%","Measured",13,"NA","Converted","1 Urban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Les Abymes (France)",2014,22,"NA","Measured",14,"NA","Converted","1 station, Industrial rural","Minist<U+00E8>re de l'environnement, de l'energie et de la mer",2016,NA
"Europe","HIC","FRA","France","Les Ancizes-Comps (France)",2013,13,">75%","Measured",8,"NA","Converted","1 N.A.","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Les Ancizes-Comps (France)",2015,13,">75%","Measured",9,"NA","Converted","1 Suburban-Industrial","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Les Ancizes-Comps (France)",2016,11,">75%","Measured",7,"NA","Converted","1 Suburban-Industrial","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Les Mazures (France)",2015,15,">75%","Measured",9,">75%","Measured","1 Rural-Remote-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Lille (France)",2013,26,">75%","Measured",19,">75%","Measured","1 N.A.","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Lille (France)",2014,21,">75%","Measured",15,">75%","Measured","1 Urban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
