"Region","income_category","iso3","Country","City.Town","Year","pm10_yr_mean","pm10_temp_cover","note.on.converted.PM10","pm25_yr_mean","pm25_temp_cover","note.on.converted.PM2.5","Number.and.type.of.monitoring.stations","Reference.for.air.quality","Database.version..year.","status"
"Europe","HIC","FRA","France","Dijon (France)",2016,15,">75%","Measured",12,">75%","Measured","1 Suburban-Background, 2 Urban-Traffic","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Dole (France)",2014,15,">75%","Measured",10,"NA","Converted","1 Urban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Dole (France)",2015,18,">75%","Measured",12,"NA","Converted","1 Urban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Dole (France)",2016,17,">75%","Measured",11,"NA","Converted","1 Urban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Donges (France)",2013,20,">75%","Measured",13,"NA","Converted","1 N.A.","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Donges (France)",2014,17,">75%","Measured",11,"NA","Converted","1 Suburban-Industrial","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Donges (France)",2015,17,">75%","Measured",11,"NA","Converted","1 Suburban-Industrial","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Donges (France)",2016,16,">75%","Measured",11,"NA","Converted","1 Suburban-Industrial","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Douai (France)",2014,20,"NA","Converted",13,">75%","Measured","1 Urban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Douai (France)",2016,20,">75%","Measured",14,">75%","Measured","1 Urban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Dreux (France)",2013,21,">75%","Measured",14,"NA","Converted","1 N.A.","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Dreux (France)",2014,14,">75%","Measured",9,"NA","Converted","1 Urban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Dreux (France)",2015,15,">75%","Measured",10,"NA","Converted","1 Urban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Dreux (France)",2016,17,">75%","Measured",11,"NA","Converted","1 Urban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Dunkerque (France)",2013,24,">75%","Measured",16,">75%","Measured","3 N.A.","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Dunkerque (France)",2014,22,">75%","Measured",15,">75%","Measured","1 Suburban-Industrial, 1 Urban-Background, 1 Urban-Industrial","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Dunkerque (France)",2015,22,">75%","Measured",12,">75%","Measured","1 Suburban-Industrial, 1 Urban-Background, 1 Urban-Industrial","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Dunkerque (France)",2016,21,">75%","Measured",11,">75%","Measured","1 Suburban-Industrial, 1 Urban-Background, 1 Urban-Industrial","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Echirolles (France)",2013,34,">75%","Measured",23,">75%","Measured","1 N.A.","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Echirolles (France)",2014,27,">75%","Measured",18,"NA","Converted","1 Urban-Traffic","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Echirolles (France)",2015,31,">75%","Measured",20,">75%","Measured","2 Urban-Traffic","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Epernay (France)",2015,22,">75%","Measured",15,">75%","Measured","1 Urban-Traffic","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Epinal (France)",2013,18,">75%","Measured",12,"NA","Converted","1 N.A.","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Epinal (France)",2014,14,">75%","Measured",10,"NA","Converted","1 Urban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Epinal (France)",2015,15,">75%","Measured",10,"NA","Converted","1 Urban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Epinal (France)",2016,14,">75%","Measured",9,"NA","Converted","1 Urban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Escautpont (France)",2013,24,">75%","Measured",16,"NA","Converted","1 N.A.","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Escautpont (France)",2015,19,">75%","Measured",13,"NA","Converted","1 Suburban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Escautpont (France)",2016,21,">75%","Measured",14,"NA","Converted","1 Suburban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Evin-Malmaison (France)",2015,20,">75%","Measured",13,"NA","Converted","1 N.A.","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Evreux (France)",2015,17,">75%","Measured",14,">75%","Measured","1 Urban-Background, 1 Urban-Traffic","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Evreux (France)",2016,16,">75%","Measured",16,">75%","Measured","1 Urban-Background, 1 Urban-Traffic","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Feyzin (France)",2013,25,">75%","Measured",17,"NA","Converted","1 N.A.","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Feyzin (France)",2014,17,">75%","Measured",11,"NA","Converted","1 Suburban-Industrial","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Feyzin (France)",2015,26,">75%","Measured",17,"NA","Converted","1 Suburban-Industrial","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Feyzin (France)",2016,21,">75%","Measured",14,"NA","Converted","1 Suburban-Industrial","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Fleville-Devant-Nancy (France)",2013,19,">75%","Measured",13,"NA","Converted","1 N.A.","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Fleville-Devant-Nancy (France)",2014,17,">75%","Measured",11,"NA","Converted","1 Suburban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Fleville-Devant-Nancy (France)",2016,18,">75%","Measured",12,"NA","Converted","1 Suburban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Florange (France)",2013,20,">75%","Measured",13,"NA","Converted","1 N.A.","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Florange (France)",2014,22,">75%","Measured",14,"NA","Converted","1 Suburban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Florange (France)",2015,19,">75%","Measured",13,"NA","Converted","1 Suburban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Fontaine (France)",2013,22,">75%","Measured",15,"NA","Converted","1 N.A.","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Fontaine (France)",2014,19,">75%","Measured",13,"NA","Converted","1 Urban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Fontaine (France)",2015,22,">75%","Measured",14,"NA","Converted","1 Urban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Fontaine (France)",2016,19,">75%","Measured",13,"NA","Converted","1 Urban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Fontainebleau (France)",2013,18,">75%","Measured",12,"NA","Converted","1 N.A.","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Fontainebleau (France)",2014,13,"NA","Converted",9,">75%","Measured","1 Rural-Regional-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Fontainebleau (France)",2015,14,"NA","Converted",9,">75%","Measured","1 Rural-Regional-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Fontainebleau (France)",2016,14,"NA","Converted",9,">75%","Measured","1 Rural-Regional-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Forbach (France)",2013,23,">75%","Measured",14,">75%","Measured","1 N.A.","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Forbach (France)",2014,23,">75%","Measured",15,">75%","Measured","2 Urban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Forbach (France)",2015,21,">75%","Measured",13,">75%","Measured","2 Urban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Forbach (France)",2016,17,">75%","Measured",11,">75%","Measured","2 Urban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Fort-De-France (France)",2013,31,">75%","Measured",10,">75%","Measured","2 N.A.","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Fort-De-France (France)",2014,32,">75%","Measured",9,">75%","Measured","1 Urban-Background, 1 Urban-Traffic","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Fort-De-France (France)",2015,37,">75%","Measured",12,">75%","Measured","2 Urban-Background, 1 Urban-Traffic","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Fort-De-France (France)",2016,41,">75%","Measured",12,">75%","Measured","1 Urban-Background, 1 Urban-Traffic","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Fos-Sur-Mer (France)",2013,28,">75%","Measured",18,"NA","Converted","1 N.A.","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Fos-Sur-Mer (France)",2014,22,">75%","Measured",15,"NA","Converted","1 Suburban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Fos-Sur-Mer (France)",2015,24,">75%","Measured",16,"NA","Converted","1 Suburban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Fos-Sur-Mer (France)",2016,20,">75%","Measured",13,"NA","Converted","1 Suburban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Fremainville (France)",2013,19,">75%","Measured",12,"NA","Converted","1 N.A.","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Fremainville (France)",2014,17,">75%","Measured",11,"NA","Converted","1 Rural-Regional-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Fremainville (France)",2015,16,">75%","Measured",11,"NA","Converted","1 Rural-Regional-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Fremainville (France)",2016,17,">75%","Measured",11,"NA","Converted","1 Rural-Regional-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Frolois (France)",2016,17,">75%","Measured",11,"NA","Converted","1 Urban-Industrial","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Frossay (France)",2014,15,">75%","Measured",10,"NA","Converted","1 Rural-Near_city-Industrial","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Frossay (France)",2015,16,">75%","Measured",11,"NA","Converted","1 Rural-Near_city-Industrial","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Frossay (France)",2016,15,">75%","Measured",10,"NA","Converted","1 Rural-Near_city-Industrial","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Gaillard (France)",2013,24,">75%","Measured",16,">75%","Measured","1 N.A.","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Gaillard (France)",2014,15,"NA","Converted",10,">75%","Measured","1 Urban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Gandrange (France)",2013,19,">75%","Measured",13,"NA","Converted","1 N.A.","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Gandrange (France)",2014,21,">75%","Measured",14,"NA","Converted","1 Suburban-Industrial","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Gandrange (France)",2015,19,">75%","Measured",13,"NA","Converted","1 Suburban-Industrial","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Gandrange (France)",2016,17,">75%","Measured",11,"NA","Converted","1 Suburban-Industrial","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Gap (France)",2013,19,">75%","Measured",12,">75%","Measured","2 N.A.","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Gap (France)",2014,21,">75%","Measured",12,">75%","Measured","1 Urban-Background, 1 Urban-Traffic","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Gap (France)",2015,21,">75%","Measured",15,">75%","Measured","1 Urban-Background, 1 Urban-Traffic","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Gap (France)",2016,19,">75%","Measured",13,">75%","Measured","1 Urban-Background, 1 Urban-Traffic","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Gardanne (France)",2013,26,"NA","Converted",17,">75%","Measured","1 N.A.","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Gardanne (France)",2014,23,">75%","Measured",13,">75%","Measured","1 Suburban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Gardanne (France)",2015,29,">75%","Measured",15,">75%","Measured","1 Suburban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Gardanne (France)",2016,26,">75%","Measured",17,"NA","Converted","1 Suburban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Genas (France)",2013,24,">75%","Measured",16,"NA","Converted","1 N.A.","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Genas (France)",2014,18,">75%","Measured",12,"NA","Converted","1 Suburban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Genas (France)",2015,24,">75%","Measured",16,"NA","Converted","1 Suburban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Genas (France)",2016,20,">75%","Measured",13,"NA","Converted","1 Suburban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Gennevilliers (France)",2013,27,">75%","Measured",16,">75%","Measured","1 N.A.","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Gennevilliers (France)",2014,16,">75%","Measured",13,">75%","Measured","1 Urban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Gennevilliers (France)",2015,22,">75%","Measured",13,">75%","Measured","1 Urban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Gennevilliers (France)",2016,21,">75%","Measured",14,">75%","Measured","1 Urban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Gonesse (France)",2013,24,">75%","Measured",16,"NA","Converted","1 N.A.","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Gonesse (France)",2014,20,"NA","Converted",13,">75%","Measured","1 Suburban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Gonesse (France)",2015,21,"NA","Converted",14,">75%","Measured","1 Suburban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Gonesse (France)",2016,20,"NA","Converted",13,">75%","Measured","1 Suburban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Grand-Couronne (France)",2015,19,">75%","Measured",12,"NA","Converted","1 Urban-Industrial","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Grand-Couronne (France)",2016,19,">75%","Measured",13,"NA","Converted","1 Urban-Industrial","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Grande-Synthe (France)",2013,28,">75%","Measured",19,"NA","Converted","1 N.A.","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Grande-Synthe (France)",2014,25,">75%","Measured",17,"NA","Converted","1 Suburban-Industrial","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Grande-Synthe (France)",2015,24,">75%","Measured",16,"NA","Converted","1 Suburban-Industrial","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Grande-Synthe (France)",2016,21,">75%","Measured",14,"NA","Converted","1 Suburban-Industrial","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Gravelines (France)",2013,22,">75%","Measured",15,"NA","Converted","1 N.A.","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Gravelines (France)",2015,19,">75%","Measured",12,"NA","Converted","1 Suburban-Industrial","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Gravelines (France)",2016,20,">75%","Measured",13,"NA","Converted","1 Suburban-Industrial","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Grenoble (France)",2013,27,">75%","Measured",16,">75%","Measured","2 N.A.","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Grenoble (France)",2014,27,">75%","Measured",12,">75%","Measured","1 Urban-Background, 1 Urban-Traffic","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Grenoble (France)",2015,26,">75%","Measured",16,">75%","Measured","1 Urban-Background, 1 Urban-Traffic","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Grenoble (France)",2016,21,">75%","Measured",14,">75%","Measured","1 Urban-Background, 1 Urban-Traffic","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Gueret (France)",2013,17,">75%","Measured",11,"NA","Converted","1 N.A.","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Gueret (France)",2014,14,">75%","Measured",10,"NA","Converted","1 Urban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Gueret (France)",2015,16,">75%","Measured",11,"NA","Converted","1 Urban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Guipry (France)",2013,15,">75%","Measured",10,">75%","Measured","1 N.A.","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Guipry (France)",2014,13,">75%","Measured",8,">75%","Measured","2 Rural-Remote-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Guipry (France)",2015,14,">75%","Measured",9,">75%","Measured","2 Rural-Remote-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Guipry (France)",2016,15,">75%","Measured",9,">75%","Measured","2 Rural-Remote-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Hayange (France)",2013,21,">75%","Measured",14,"NA","Converted","1 N.A.","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Hayange (France)",2014,16,">75%","Measured",10,"NA","Converted","1 Suburban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Hayange (France)",2015,18,">75%","Measured",12,"NA","Converted","2 Suburban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Hayange (France)",2016,16,">75%","Measured",11,"NA","Converted","2 Suburban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Heming (France)",2013,24,">75%","Measured",16,"NA","Converted","1 N.A.","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Heming (France)",2016,21,">75%","Measured",14,"NA","Converted","1 Rural-Near_city-Industrial","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Hornaing (France)",2013,24,">75%","Measured",16,"NA","Converted","1 N.A.","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Hornaing (France)",2014,20,">75%","Measured",13,"NA","Converted","1 Suburban-Industrial","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Hornaing (France)",2015,22,">75%","Measured",15,"NA","Converted","1 Suburban-Industrial","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Houdelaincourt (France)",2016,13,">75%","Measured",9,">75%","Measured","1 Rural-Regional-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Hyeres (France)",2013,26,">75%","Measured",17,"NA","Converted","1 N.A.","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Hyeres (France)",2014,18,">75%","Measured",12,"NA","Converted","1 Urban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Hyeres (France)",2015,18,">75%","Measured",12,"NA","Converted","1 Urban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Hyeres (France)",2016,18,">75%","Measured",12,"NA","Converted","1 Urban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Ifs (France)",2013,20,">75%","Measured",13,"NA","Converted","1 N.A.","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Ifs (France)",2014,20,">75%","Measured",14,"NA","Converted","1 Urban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Ifs (France)",2015,22,">75%","Measured",15,"NA","Converted","1 Urban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Ifs (France)",2016,18,">75%","Measured",12,"NA","Converted","1 Urban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Issoire (France)",2014,14,">75%","Measured",9,"NA","Converted","1 Urban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Issoire (France)",2015,13,">75%","Measured",9,"NA","Converted","1 Urban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Issoire (France)",2016,13,">75%","Measured",9,"NA","Converted","1 Urban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Issoudun (France)",2015,15,"NA","Converted",10,">75%","Measured","1 Urban-Traffic","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Issoudun (France)",2016,12,"NA","Converted",8,">75%","Measured","1 Urban-Traffic","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Jonville-En-Woevre (France)",2013,21,">75%","Measured",16,">75%","Measured","1 N.A.","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Jonville-En-Woevre (France)",2014,21,"NA","Converted",14,">75%","Measured","1 Rural-Remote-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Jonville-En-Woevre (France)",2015,20,">75%","Measured",13,">75%","Measured","1 Rural-Remote-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Jonville-En-Woevre (France)",2016,16,">75%","Measured",10,">75%","Measured","1 Rural-Remote-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Joue-Les-Tours (France)",2013,25,"NA","Converted",17,">75%","Measured","1 N.A.","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Joue-Les-Tours (France)",2014,17,"NA","Converted",12,">75%","Measured","1 Urban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Joue-Les-Tours (France)",2015,20,"NA","Converted",13,">75%","Measured","1 Urban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Joue-Les-Tours (France)",2016,18,"NA","Converted",12,">75%","Measured","1 Urban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","Kourou (France)",2016,22,">75%","Measured",15,"NA","Converted","1 Urban-Background","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
"Europe","HIC","FRA","France","L' Hopital (France)",2013,14,">75%","Measured",9,"NA","Converted","1 N.A.","The European Environmental Agency (EEA) [downloaded 2018/04/14]",2018,NA
